Timestamp,Total_Time_Seconds
2026-08-27 19:06:42,138.8
2026-08-28 02:31:03,74.0
2026-08-28 23:54:16,91.3
2026-08-29 01:13:40,84.5
2026-08-29 01:15:04,55.4
2026-08-29 01:16:22,63.6
2026-08-29 01:17:41,63.9
2026-08-29 01:19:00,64.3
2026-08-29 01:20:20,63.8
2026-08-29 01:21:40,64.6
2026-08-29 14:16:32,69.1
